,layer,position,acc,f1
793,17,11,0.65,0.5310565870910698
794,17,12,0.8,0.732905982905983
795,17,13,0.79,0.7189883580891209
796,17,14,0.81,0.7465652927837801
797,17,15,0.81,0.7465652927837801
798,17,16,0.8,0.732905982905983
799,17,17,0.8,0.732905982905983
800,17,18,0.84,0.7863247863247862
801,17,19,0.82,0.7600000000000001
802,17,20,0.79,0.7198879551820729
803,17,21,1.0,1.0
804,17,22,1.0,1.0
805,17,23,1.0,1.0
806,17,24,1.0,1.0
807,17,25,1.0,1.0
808,17,26,1.0,1.0
809,17,27,1.0,1.0
810,17,28,1.0,1.0
811,17,29,1.0,1.0
812,17,30,1.0,1.0
813,17,31,1.0,1.0
814,17,32,1.0,1.0
815,17,33,1.0,1.0
816,17,34,1.0,1.0
817,17,35,1.0,1.0
818,17,36,1.0,1.0
819,17,37,1.0,1.0
820,17,38,1.0,1.0
821,17,39,1.0,1.0
822,17,40,1.0,1.0
823,17,41,1.0,1.0
824,17,42,0.99,0.9910499524528724
825,17,43,1.0,1.0
826,17,44,1.0,1.0
827,17,45,1.0,1.0
828,18,0,0.5,0.2222222222222222
829,18,1,0.5,0.2222222222222222
830,18,2,0.5,0.2222222222222222
831,18,3,0.65,0.5310565870910698
832,18,4,0.65,0.5310565870910698
833,18,5,0.65,0.5310565870910698
834,18,6,0.65,0.5310565870910698
835,18,7,0.65,0.5310565870910698
836,18,8,0.65,0.5310565870910698
837,18,9,0.65,0.5310565870910698
838,18,10,0.65,0.5310565870910698
839,18,11,0.65,0.5310565870910698
840,18,12,0.79,0.7189883580891209
841,18,13,0.8,0.732905982905983
842,18,14,0.81,0.7465652927837801
843,18,15,0.81,0.7465652927837801
844,18,16,0.8,0.732905982905983
845,18,17,0.81,0.7465652927837801
846,18,18,0.82,0.7600000000000001
847,18,19,0.82,0.7600000000000001
848,18,20,0.79,0.7198879551820729
849,18,21,1.0,1.0
850,18,22,1.0,1.0
851,18,23,1.0,1.0
852,18,24,1.0,1.0
853,18,25,1.0,1.0
854,18,26,1.0,1.0
855,18,27,1.0,1.0
856,18,28,1.0,1.0
857,18,29,1.0,1.0
858,18,30,1.0,1.0
859,18,31,1.0,1.0
860,18,32,1.0,1.0
861,18,33,1.0,1.0
862,18,34,1.0,1.0
863,18,35,1.0,1.0
864,18,36,1.0,1.0
865,18,37,1.0,1.0
866,18,38,1.0,1.0
867,18,39,1.0,1.0
868,18,40,1.0,1.0
869,18,41,1.0,1.0
870,18,42,0.99,0.9910499524528724
871,18,43,1.0,1.0
872,18,44,1.0,1.0
873,18,45,0.99,0.9910499524528724
874,19,0,0.5,0.2222222222222222
875,19,1,0.5,0.2222222222222222
876,19,2,0.5,0.2222222222222222
877,19,3,0.65,0.5310565870910698
878,19,4,0.65,0.5310565870910698
879,19,5,0.65,0.5310565870910698
880,19,6,0.65,0.5310565870910698
881,19,7,0.65,0.5310565870910698
882,19,8,0.65,0.5310565870910698
883,19,9,0.65,0.5310565870910698
884,19,10,0.65,0.5310565870910698
885,19,11,0.65,0.5310565870910698
886,19,12,0.79,0.7189883580891209
887,19,13,0.81,0.7465652927837801
888,19,14,0.82,0.7600000000000001
889,19,15,0.81,0.7465652927837801
890,19,16,0.81,0.7465652927837801
891,19,17,0.81,0.7465652927837801
892,19,18,0.8,0.732905982905983
893,19,19,0.82,0.7600000000000001
894,19,20,0.79,0.7198879551820729
895,19,21,1.0,1.0
896,19,22,1.0,1.0
897,19,23,1.0,1.0
898,19,24,1.0,1.0
899,19,25,1.0,1.0
900,19,26,1.0,1.0
901,19,27,1.0,1.0
902,19,28,1.0,1.0
903,19,29,1.0,1.0
904,19,30,1.0,1.0
905,19,31,1.0,1.0
906,19,32,1.0,1.0
907,19,33,1.0,1.0
908,19,34,1.0,1.0
909,19,35,1.0,1.0
910,19,36,1.0,1.0
911,19,37,1.0,1.0
912,19,38,1.0,1.0
913,19,39,1.0,1.0
914,19,40,1.0,1.0
915,19,41,1.0,1.0
916,19,42,0.99,0.9910499524528724
917,19,43,1.0,1.0
918,19,44,1.0,1.0
919,19,45,1.0,1.0
920,20,0,0.5,0.2222222222222222
921,20,1,0.5,0.2222222222222222
922,20,2,0.5,0.2222222222222222
923,20,3,0.65,0.5310565870910698
924,20,4,0.65,0.5310565870910698
925,20,5,0.65,0.5310565870910698
926,20,6,0.65,0.5310565870910698
927,20,7,0.65,0.5310565870910698
928,20,8,0.65,0.5310565870910698
929,20,9,0.65,0.5310565870910698
930,20,10,0.65,0.5310565870910698
931,20,11,0.65,0.5310565870910698
932,20,12,0.8,0.732905982905983
933,20,13,0.81,0.7465652927837801
934,20,14,0.82,0.7600000000000001
935,20,15,0.81,0.7465652927837801
936,20,16,0.81,0.7465652927837801
937,20,17,0.81,0.7465652927837801
938,20,18,0.8,0.732905982905983
939,20,19,0.82,0.7600000000000001
940,20,20,0.81,0.7465652927837801
941,20,21,1.0,1.0
942,20,22,1.0,1.0
943,20,23,1.0,1.0
944,20,24,1.0,1.0
945,20,25,1.0,1.0
946,20,26,1.0,1.0
947,20,27,1.0,1.0
948,20,28,1.0,1.0
949,20,29,1.0,1.0
950,20,30,1.0,1.0
951,20,31,1.0,1.0
952,20,32,1.0,1.0
953,20,33,1.0,1.0
954,20,34,1.0,1.0
955,20,35,1.0,1.0
956,20,36,0.99,0.9910499524528724
957,20,37,1.0,1.0
958,20,38,1.0,1.0
959,20,39,1.0,1.0
960,20,40,1.0,1.0
961,20,41,1.0,1.0
962,20,42,0.99,0.9910499524528724
963,20,43,1.0,1.0
964,20,44,1.0,1.0
965,20,45,1.0,1.0
966,21,0,0.5,0.2222222222222222
967,21,1,0.5,0.2222222222222222
968,21,2,0.5,0.2222222222222222
969,21,3,0.65,0.5310565870910698
970,21,4,0.65,0.5310565870910698
971,21,5,0.65,0.5310565870910698
972,21,6,0.65,0.5310565870910698
973,21,7,0.65,0.5310565870910698
974,21,8,0.65,0.5310565870910698
975,21,9,0.65,0.5310565870910698
976,21,10,0.65,0.5310565870910698
977,21,11,0.65,0.5310565870910698
978,21,12,0.8,0.732905982905983
979,21,13,0.81,0.7465652927837801
980,21,14,0.82,0.7600000000000001
981,21,15,0.82,0.7600000000000001
982,21,16,0.81,0.7465652927837801
983,21,17,0.8,0.732905982905983
984,21,18,0.8,0.732905982905983
985,21,19,0.82,0.7600000000000001
986,21,20,0.81,0.7465652927837801
987,21,21,1.0,1.0
988,21,22,1.0,1.0
989,21,23,1.0,1.0
990,21,24,1.0,1.0
991,21,25,1.0,1.0
992,21,26,1.0,1.0
993,21,27,1.0,1.0
994,21,28,1.0,1.0
995,21,29,1.0,1.0
996,21,30,1.0,1.0
997,21,31,1.0,1.0
998,21,32,1.0,1.0
999,21,33,1.0,1.0
1000,21,34,1.0,1.0
1001,21,35,1.0,1.0
1002,21,36,0.99,0.9910499524528724
1003,21,37,1.0,1.0
1004,21,38,1.0,1.0
1005,21,39,1.0,1.0
1006,21,40,1.0,1.0
1007,21,41,1.0,1.0
1008,21,42,0.99,0.9910499524528724
1009,21,43,1.0,1.0
1010,21,44,1.0,1.0
1011,21,45,1.0,1.0
1012,22,0,0.5,0.2222222222222222
1013,22,1,0.5,0.2222222222222222
1014,22,2,0.5,0.2222222222222222
1015,22,3,0.65,0.5310565870910698
1016,22,4,0.65,0.5310565870910698
1017,22,5,0.65,0.5310565870910698
1018,22,6,0.65,0.5310565870910698
1019,22,7,0.65,0.5310565870910698
1020,22,8,0.65,0.5310565870910698
1021,22,9,0.65,0.5310565870910698
1022,22,10,0.65,0.5310565870910698
1023,22,11,0.65,0.5310565870910698
1024,22,12,0.8,0.732905982905983
1025,22,13,0.82,0.7600000000000001
1026,22,14,0.82,0.7600000000000001
1027,22,15,0.8,0.732905982905983
1028,22,16,0.81,0.7465652927837801
1029,22,17,0.79,0.7189883580891209
1030,22,18,0.8,0.7333333333333334
1031,22,19,0.82,0.7600000000000001
1032,22,20,0.81,0.7465652927837801
1033,22,21,1.0,1.0
1034,22,22,1.0,1.0
1035,22,23,1.0,1.0
1036,22,24,1.0,1.0
1037,22,25,1.0,1.0
1038,22,26,1.0,1.0
1039,22,27,1.0,1.0
1040,22,28,1.0,1.0
1041,22,29,1.0,1.0
1042,22,30,1.0,1.0
1043,22,31,1.0,1.0
1044,22,32,1.0,1.0
1045,22,33,1.0,1.0
1046,22,34,1.0,1.0
1047,22,35,1.0,1.0
1048,22,36,1.0,1.0
1049,22,37,1.0,1.0
1050,22,38,1.0,1.0
1051,22,39,1.0,1.0
1052,22,40,1.0,1.0
1053,22,41,1.0,1.0
1054,22,42,1.0,1.0
1055,22,43,1.0,1.0
1056,22,44,1.0,1.0
1057,22,45,1.0,1.0
1058,23,0,0.5,0.2222222222222222
1059,23,1,0.5,0.2222222222222222
1060,23,2,0.5,0.2222222222222222
1061,23,3,0.65,0.5310565870910698
1062,23,4,0.65,0.5310565870910698
1063,23,5,0.65,0.5310565870910698
1064,23,6,0.65,0.5310565870910698
1065,23,7,0.65,0.5310565870910698
1066,23,8,0.65,0.5310565870910698
1067,23,9,0.65,0.5310565870910698
1068,23,10,0.65,0.5310565870910698
1069,23,11,0.65,0.5310565870910698
1070,23,12,0.8,0.732905982905983
1071,23,13,0.82,0.7600000000000001
1072,23,14,0.82,0.7600000000000001
1073,23,15,0.8,0.732905982905983
1074,23,16,0.81,0.7465652927837801
1075,23,17,0.79,0.7189883580891209
1076,23,18,0.81,0.7465652927837801
1077,23,19,0.82,0.7600000000000001
1078,23,20,0.81,0.7465652927837801
1079,23,21,1.0,1.0
1080,23,22,1.0,1.0
1081,23,23,1.0,1.0
1082,23,24,1.0,1.0
1083,23,25,1.0,1.0
1084,23,26,1.0,1.0
1085,23,27,1.0,1.0
1086,23,28,1.0,1.0
1087,23,29,1.0,1.0
1088,23,30,1.0,1.0
1089,23,31,1.0,1.0
1090,23,32,1.0,1.0
1091,23,33,1.0,1.0
1092,23,34,1.0,1.0
1093,23,35,1.0,1.0
1094,23,36,1.0,1.0
1095,23,37,1.0,1.0
1096,23,38,1.0,1.0
1097,23,39,1.0,1.0
1098,23,40,1.0,1.0
1099,23,41,1.0,1.0
1100,23,42,1.0,1.0
1101,23,43,1.0,1.0
1102,23,44,1.0,1.0
1103,23,45,1.0,1.0
